sehir,isim,ilce,adres
Antalya İli,"
Karakuş Pansiyon
",Çıralı,"Ulupınar Köyü Çıralı Mah. Kemer Merkez, Kemer"
Antalya İli,"
Club Sea Time
",Alanya,Merkez Payallar
Antalya İli,"
Sera Pansiyon
",Çıralı,"Çıralı Mah. Ulupınar Köyü, Kemer"
Antalya İli,"
Silence Park Resort
",Antalya,Side / Sorgun
Antalya İli,"
Lavinia Hotel Apart
",Alanya,Güllerpınarı Mah. Oba Yolu Uğur Sok. No:21 Alanya Merkez
Antalya İli,"
Frankfurt Hotel
",Antalya,Kaleiçi Mevki Hıdırlık Sok. No:17
Antalya İli,"
Bone Club Hotel SVS
",Alanya,Cumhuriyet Mah. D 400
Antalya İli,"
Alaiye Kleopatra Hotel & Apart
",Alanya,Ataturk Cad No 150
Mersin (İçel),"
Othello Hotel
",Mersin,Istiklal Cd Ileri Ilkogretim Okulu Yani 5248 Sk no:3
Adana İli,"
Cukurova Park Hotel
",Adana,Inonu Caddesi No 99
Antalya İli,"
BEST WESTERN PLUS Khan Hotel
",Antalya,Kazim Ozalp Cad. No.55
Antalya İli,"
Havana Hotel
",Kemer,Merkez Mahallesi 127. Sok
Antalya İli,"
Xperia Grand Bali Hotel
",Alanya,Saray Mahallesi Damlatas Caddesi
Antalya İli,"
Evren Beach Resort Hotel & Spa
",Manavgat,Evrenseki Mah. 30 Nolu Sok. No:3
Antalya İli,"
Mithat Motel
",Adrasan,Cavuskoy 15
Antalya İli,"
Blue Wave Suite
",Alanya,Fatih Cad No 43 Obagol Alanya
Antalya İli,"
Ninova Pansiyon
",Antalya,"Barbaros Mah. Hamit Efendi Sok. No:9 Gençlik, Muratpaşa"
Antalya İli,"
Kleopatra Ada Beach Hotel
",Alanya,Kizlarpinari Mh.Ataturk Cad.No:222
Antalya İli,"
Risus Suit Hotel
",Alanya,Obagol Mevkii Dadaslar Cad. 17
Antalya İli,"
Akra Park Barut
",Antalya,Şirinyalı Mah. Lara Yolu
Antalya İli,"
Hotel Side Sun
",Kumköy,Ilica Mah. Kumkoy Mevki 7 Sok. No 2
Antalya İli,"
Sultan's Beach Hotel
",Kemer,", "
Antalya İli,"
Hydros Beach Resort
",Kemer,Ataturk Caddesi 77
Adana İli,"
Anemon Adana Hotel
",Adana,Yeni Mahalle 87072 Sokak No:50
Antalya İli,"
Alba Resort Hotel
",Çolaklı,Tilkiler Mevkii Erhan Demir Boulevard
Antalya İli,"
Kilikya Resort Çamyuva
",Kemer,Merkez Mah. Turizm Cad. Çamyuva
Antalya İli,"
Wassermann
",Kemer,Merkez Mahallesi 117 Sok. 2/3
Antalya İli,"
Botanik Resort Hotel
",Kemer,Ataturk Bul. Yeni Mah.
Antalya İli,"
Kahya Resort Aqua
",Antalya,Büyükyer Sok. Öztürkler Cad.No: 5
Antalya İli,"
Tui Bella Hotel
",Çolaklı,Cumhuriyet Cad. D:11
Antalya İli,"
Alibaba Pansiyon
",Çıralı,"Ulupınar Köyü Çıralı Mah. Kemer Merkez, Kemer"
Antalya İli,"
kleo pansiyon
",Kalkan,Yalıboyu Mah. Hotel Pirat Arkası No:4
Antalya İli,"
Sueral Hotel
",Manavgat,Colakil Bedelsi
Antalya İli,"
Limak Limra Club Park Hotel
",Kemer,Turizm Caddesi No: 15 Kiriş
Antalya İli,"
Serenity Bungalows
",Antalya,"çıralı mahallesi, okul mevkii, kemer"
Antalya İli,"
Hotel Side Su
",Manavgat,Side Mahallesi Ozal Caddesi No:46/A1
Antalya İli,"
Azura Deluxe Resort & Spa
",Antalya,Avsallar Mh. Incekum Cad.76
Antalya İli,"
Happy Hotel Kalkan
",Kalkan,Kalamar Koyu
Antalya İli,"
Side Miami Beach Hotel
",Manavgat,Selimiye Mh. Sarmasik Sk. No:21
Antalya İli,"
Deja Vu
",Antalya,Kaleiçi Tuzcular Mah. Musalla Sok. No:10
Antalya İli,"
Triana Hotel
",Antalya,Genclik Mah. 1330 sok. No:1
Antalya İli,"
Can Garden Resort
",Çolaklı,3 Tepeler Mah. Tilkiler Cad
Antalya İli,"
Rivero Hotel
",Kemer,Merkez Mah. Ataturk Bulv. No 56
Antalya İli,"
L'oceanica Beach Resort Hotel
",Kemer,Uzun Çınar Mah. Sahil Yolu Deniz Cad.
Antalya İli,"
Trendy Palm Beach
",Manavgat,"Ilica Mah., 8. Sokak, No: 9/A"
Antalya İli,"
Royal Garden Select Hotel
",Alanya,Merkez Mah. Gucuoglu Sok. No. 5/A
Antalya İli,"
Antik Garden Hotel
",Avsallar,İncekum-Fuğla
Antalya İli,"
Dionis Hotel Resort & Spa
",Serik,Belek Boğazkent Mevkii
Antalya İli,"
Pirat Hotel
",Kalkan,Kalkan Marina
Antalya İli,"
Doğan Hotel
",Antalya,Kılıç Arslan Mah. Mermerli Banyo Sok. No:5
Antalya İli,"
Carelta Beach Resort & Spa
",Beldibi,Bahçecik Mah. Sahil Yolu
Antalya İli,"
Belport Otel
",Beldibi,Çifteçeşmeler Mevki Atatürk Cad. No:167
Antalya İli,"
Aspen Hotel
",Antalya,"Kılıçarslan Mah. Mermerli Sok. No:25 Gençlik, Muratpaşa"
Antalya İli,"
Dardanos Otel
",Patara,Patara Gelemiş Köyü
Antalya İli,"
White Gold Hotel & Spa
",Alanya,Oba Mah. Dadaşlar Cad. No:2 Oba
Antalya İli,"
Kemer Dream Hotel
",Kemer,Ataturk Bulvari No 167
Antalya İli,"
Grand Ring
",Beldibi,Cifte Cesmeler mevkii
Antalya İli,"
Club Paradiso Resort
",Alanya,Kestel
Antalya İli,"
Oba Star Hotel & Spa
",Alanya,Oba Mevki Mesut Cad. No 11
Antalya İli,"
Bella Resort Hotels & Spa
",Çolaklı,Çolaklı Mevkii
Antalya İli,"
Saray Regency Resort and Spa
",Manavgat,Titreyengol Mevkii PK 34
Adana İli,"
Kaya Premium Hotel
",Adana,Resat Bey Mah .Turhan Cemal Beriker Bulvari No:16/A Seyhan
Antalya İli,"
Sensimar Side Resort & Spa
",Manavgat,Evrenseki Mevki
Antalya İli,"
Otel Fatih
",Alanya,Kızlarpınarı Mah. Dinek Sok. No:5
Antalya İli,"
Caretta Beach Hotel
",Alanya,Konaklı Kasabası
Antalya İli,"
Happy Dream Beach Hotel
",Alanya,Iskele Mevkii Konakli Kasabasi
Hatay İli,"
Zeyn Hotel & Restaurant
",Harbiye,Harbiye Mahallesi Urgen Caddesi No: 32 Defne
Antalya İli,"
Cinderella Pension
",Çıralı,Cirali Mahallesi Ulupinar koyu
Antalya İli,"
Miramare Beach Hotel
",Manavgat,Ilıca Mah. 277 Sok. No:8
Antalya İli,"
Palmiye Garden Hotel
",Manavgat,YalI mahallesi Denizbuku Mevkii 1098
Antalya İli,"
Side Crown Charm Palace
",Manavgat,"Evrenseki Beldesi Mh, Sahil Sk, No 21"
Antalya İli,"
Side Sungate Hotel
",Manavgat,Evrenseki Mah. 18. Sokak No: 4
Antalya İli,"
Side Crown Serenity
",Manavgat,Dikilitas Mevki Erkan Mumcu Blv
Antalya İli,"
Blue & White Hotel
",Çıralı,Ulupinar Koyu
Antalya İli,"
Club Sidar Otel
",Alanya,Saray Mah. Mehmet Şükrü Ulusoy Cad. No:24 Alanya Merkez
Antalya İli,"
Alba Royal Hotel
",Çolaklı,Tilkiler Mevkii Erhan Demir Bulvarı PK 6
Antalya İli,"
Cenger Beach Resort & Spa
",Kızılot,"Kizilot Beldesi, Cenger Koyu"
Antalya İli,"
Selge Hotel Lara
",Antalya,Sirinyali Mah Eski Lara Cad. No 249
Hatay İli,"
Savon Hotel
",Antakya,Kurtuluş Cad. No:192 Antakya Merkez
Antalya İli,"
Sentido Golden Bay Hotel
",Türkler,Fugla Mah. Gölcük Cad. No: 27
Antalya İli,"
Champion Holiday Village
",Beldibi,Atatürk Mah
Antalya İli,"
Viking Apart Hotel
",Kemer,Ataturk cad No 60
Antalya İli,"
Grand Zaman Otel
",Alanya,Saray Mahallesi Ataturk Caddesi No:153
Hatay İli,"
Büyük Antakya Hotel
",Antakya,****Atatürk Cad. No:8 Antakya
Antalya İli,"
Melas tatil Köyü
",Manavgat,Selimiye Mah. Süleyman Demirel Bul. No:5
Antalya İli,"
Akay Pansiyon
",Patara,KazIm Akay
Antalya İli,"
Kahya Otel
",Alanya,Saray Mah. Güzelyalı Cad. Nergis Sok. No:7 Alanya Merkez
Antalya İli,"
Sisyphos Hotel Patara
",Patara,Gelemis mah. Merkez Sok. No :102
Antalya İli,"
Kamelya World Fulya
",Çolaklı,Colakli Mevki
Antalya İli,"
Seashell Resort & Spa
",Manavgat,Evren Mah 23. Sokak No:3 Evrenseki
Adana İli,"
Otel Şenbayrak
",Adana,Sefa Özler Cad No:14
Antalya İli,"
Ali Bey Club Manavgat
",Manavgat,Kızılagac Turizm Bolgesi
Antalya İli,"
Side Mare Resort and Spa
",Manavgat,Kumkoy District (Kumkoy Mevkii)
Antalya İli,"
Aska Just In Beach
",Avsallar,Incekum Mevkii
Antalya İli,"
Hotel Hadrian
",Kaş,Çukurbağ Yarımadası 45
Antalya İli,"
Club Dem Spa & Resort
",Alanya,Konakli Mah. Sahil Sok. No:3-D Konakli
Antalya İli,"
Felice Hotel
",Kemer,Merkez Mah. Atatürk Cad. No:47
Antalya İli,"
Sunis Elita Beach Resort Hotel & SPA
",Kızılağaç, 
Antalya İli,"
Terrace Residences
",Alanya,Gundogmus Yolu
Antalya İli,"
Vesta Hotel
",Manavgat,620 Sok
Antalya İli,"
Truva Family Club
",Manavgat,Selimiye Mah. 5020 Sok. No:7
Antalya İli,"
Villa Toros
",Kalkan,Kas Yolu
Antalya İli,"
Side Corolla Otel
",Manavgat,Kumköy Mevki Bingaşik Sok
Antalya İli,"
Çakıl Pansiyon
",Kaş,Küçük Çakıl Mah. No:43 Kaş Merkez
Antalya İli,"
Amelia Beach Resort & Spa
",Manavgat,Çenger Köyü Ömer Boğazı Mevkii
Antalya İli,"
Galeri Otel
",Okurcalar,Karaburun Mevki Alara Tourism Center
Hatay İli,"
Cankaya Konaklari Hotel
",Antakya,Fevzi Cakmak Mh. Kurtulus Cad. No: 14
Antalya İli,"
Parador Beach Otel
",Alanya,Guller Pinari Mah. Keykubat Cad. No 151
Antalya İli,"
Anatolia Resort
",Çıralı,Ulupinar Koyu
Antalya İli,"
Club Boran Mare Beach
",Kemer,Kiziltepe Mevkii 15
Antalya İli,"
Lims Bona Dea Beach Hotel
",Kemer,Ataturk BulvarI No:38
Antalya İli,"
Port Side Resort Hotel
",Manavgat,Evrenseki Turizm Mevkii
Antalya İli,"
Selçukhan Hotel
",Beldibi,Ataturk Cad No 42
Antalya İli,"
Hotel Eviniz
",Adrasan,"Deniz Caddesi No: 236, 07370 Adrasan"
Antalya İli,"
Pegasos Resort
",Avsallar,Incekum Mevkii Antalya
Antalya İli,"
Sunprime Alanya Beach
",Alanya,Saray mah. Atatürk Cad. 900. Sok. No:5
Antalya İli,"
Royal Garden Hotel
",Alanya,Konakli Kasabasi
Antalya İli,"
Adrasan Palmira Hotel
",Adrasan,Deniz Mah. Sahil Cad. 4. Sok. No:162
Antalya İli,"
Taksim International Hotel
",Alanya,Göl Mevki Gazi Paşa Cad. Oba
Antalya İli,"
Monte Carlo
",Alanya,Merkez Obagol Mevkii
Antalya İli,"
Zena Resort Hotel
",Kemer,Uzuncinar Mah. Turizm Bulv. Vatan Cad. No 1
Antalya İli,"
Royal Alhambra Palace
",Çolaklı,Side Colakli
Antalya İli,"
Eldar Resort
",Kemer,Cumhuriyet Mah. Sakip Sabanci Cad. No: 24
Antalya İli,"
Hotel Metur
",Antalya,"Gençlik Mah. 1326. Sok. No:59 Gençlik, Muratpaşa"
Antalya İli,"
Sunpark Marine Hotel
",Alanya,"Saray Mah., Ataturk Cad. No 160"
Antalya İli,"
Queen's Park Resort
",Kemer,Akdeniz Cad. No. 9
Antalya İli,"
Titan Select Hotel
",Alanya,Baklabeleni Mevki
Antalya İli,"
Blue Waters Club
",Manavgat,Beskonak(Bozkaya) Koyu
Antalya İli,"
Emek Pansiyon
",Kemer,Ulupınar Köyü Çıralı Mah. Kemer Merkez
Antalya İli,"
Arma's Resort Hotel
",Kemer,Yeni Mah. Atatürk Bulv. No:16 Kemer Merkez
Antalya İli,"
Grand Ring Hotel
",Kemer,Goynuk mh Baskomutan Ataturk cd. no: 512
Antalya İli,"
Doğa Pansiyon
",Olimpos, 
Antalya İli,"
Primasol Serra Garden
",Manavgat,EVRENSEKİ / Kumköy
Antalya İli,"
Letoon Pension
",Patara,Merkez Mah. Sahilyolu No: 23
Antalya İli,"
Sarıtaş Otel
",Alanya,Tosmur Beldesi Mersin Yolu Üzeri
Antalya İli,"
Doğa Pansiyon
",Manavgat,Lale Sok. No:8
Antalya İli,"
Theimussa Pansiyon
",Demre (Kale),Merkez Kaleüçağız
Antalya İli,"
Cirali Irmak Hotel
",Çıralı,Cirali Mh. Ulupinar Koyu
Antalya İli,"
Grand Viking Hotel
",Kemer,Atatürk Cad. No:117 Kemer Merkez
Antalya İli,"
Otel Fidanka Evleri
",Kalkan,Yalıboyu Mah. Zeytinlik Cad. No:19
Antalya İli,"
Ambassador Plaza Hotel
",Kemer,Kavaklı Cad. No:14
Antalya İli,"
Orient Suite Hotel
",Alanya,Güller Pinari Mah. Molla Osmanlar Cad. No:13 Alanya Merkez
Antalya İli,"
Phaselis Princess
",Kemer,Merkez Mah.139 Sok No 1
Antalya İli,"
Garden Resort Bergamot
",Kemer,Atatürk Bulv. 513 Sok. No:3 Kemer Merkez
Antalya İli,"
Annabella Park Hotel
",Avsallar,İncekum Mevki
Antalya İli,"
Gardenia Beach Hotel
",Okurcalar,Karaburun Mevki
Antalya İli,"
Novum Lilyum Hotel
",Manavgat,Evren Mahallesi Sahil Caddesi Evrenseki Beldesi
Antalya İli,"
Queen's Park Le Jardin Resort
",Kemer,Kiriş Beldesi Kemer Merkez
Antalya İli,"
Roma Beach Resort & Spa
",Manavgat,Sancak Mah.53.Sk.No:30
Antalya İli,"
Pine House Hotel
",Kemer,Merkez Mah. Turizm Cad. Çamyuva
Antalya İli,"
Hera Hotel
",Kaş,Kucukcakil Mevkii
Antalya İli,"
Alba Queen Hotel
",Çolaklı,Tilkiler Mevkii Erhan Demir Boulevard PO Box 6
Antalya İli,"
Vera Stone Palace Hotel
",Çolaklı,Erhan Demir Bulv. Colakli
Antalya İli,"
Otium Gul Beach Resort
",Kemer,Yeni Mh. Ataturk Bul.
Antalya İli,"
Club Kastalia
",Alanya,Konaklı Mevki Alanya Merkez
Antalya İli,"
Elixir Otel
",Kalkan,Kalamar Yolu No:8
Antalya İli,"
Saturn Palace Resort
",Antalya,Kemerağzı Mevki Lara
Antalya İli,"
Aventura Park Hotel
",Okurcalar,Merkez Okurcalar
Antalya İli,"
Amphora Hotel
",Kaş,Çukurbağ Yarımadası Doğan Kasaroğlu Sokak NO:4
Antalya İli,"
Ön Otel
",Adrasan,Deniz Mah. Çavuşköy
Antalya İli,"
Villa Lilyum
",Kalkan,Mentese Mah. No:4
Antalya İli,"
Hotel İnova Beach
",Alanya,"Merkez Konaklı, Alanya"
Antalya İli,"
Yildiz Pension
",Çıralı,Ulupinar Koyu Cirali Mevkii No:426
Antalya İli,"
Antalya Hostel Abad Hotel
",Antalya,"Kılıçarslan Mah. Hesapçı Sok. No:54 Gençlik, Muratpaşa"
Antalya İli,"
hamarat pansiyon
",Kaş,Çukurbağ Yarımadası No:7 Kaş Merkez
Antalya İli,"
Club Hotel Turan Prince
",Alanya,Kizilagac / Side
Antalya İli,"
Nilbahir Resort & Spa
",Antalya,Orensehir Manavgat D-400 Karayolu uzeri
Antalya İli,"
Flora Garden Beach Club
",Manavgat,Kızılot Mevki
Mersin (İçel),"
Mersin Sultan Hotel
",Mersin,Uocak Mh. Mersinli Ahmet Cad. No 31
Antalya İli,"
Kalamar Hotel
",Kalkan,Kalamar Bay
Antalya İli,"
Diamond Beach Hotel
",Manavgat,Gündoğdu Beldesi Dikilitaş Mevki
Antalya İli,"
Annabella Diamond Spa&Hotel
",Alanya,Avsallar/Alanya
Antalya İli,"
Riviera Hotel
",Alanya,Saray Mahallesi Guzelyali Cad 32
Antalya İli,"
Magic Life Water World
",Belek,İskele Mevki No:37
Antalya İli,"
Xanthe Resort
",Manavgat,Evrenseki Mevki
Antalya İli,"
Green Max
",Belek,Uckum Tepesi mevkii
Antalya İli,"
Kleopatra Ramira Hotel
",Alanya,Kızlarpınarı mah. İsmet Tumerdem sok. no: 14
Antalya İli,"
Elegance East Hotel
",Antalya,Barbaros Mahallesi Ataturk Caddesi No: 42/C
Antalya İli,"
Mirador Hotel
",Alanya,Kulak Mevki
Antalya İli,"
Queen's Park Goynuk
",Kemer,Cumhuriyet Mh. Sahil Yolu Cd.
Antalya İli,"
Lioness Hotel
",Avsallar,Fugla Cad. Fugla Cayi yani No: 41
Antalya İli,"
Hotel Melas Lara
",Antalya,Kemeragzi Mevkii Lara-Kundu
Antalya İli,"
Gypsophila Otel
",Okurcalar,Karaburun Mah. Alparslan Turkes Bulv. 259
Adana İli,"
Otel Mercan
",Adana,Kurtuluş Mah. 5 Ocak Meydanı
Antalya İli,"
Club Hotel Titan
",Alanya,Yatsisay Mevkii
Antalya İli,"
Blue Stars Hotel
",Antalya,Altinkum Mah. 425 Sok. No:14
Antalya İli,"
Rubi Hotel
",Avsallar,Incekum Mevki Avsallar
Antalya İli,"
Lycia Butik Hotel
",Kaş,Çukurbağ Yarımadası Arman Talay Sok. Çukurbağ
Antalya İli,"
Catamaran Resort Hotel
",Beldibi,Bahcecik Mevkii
Antalya İli,"
Hotel Club Phellos
",Kaş,Doğruyol Sok. No:4 Kaş Merkez
Antalya İli,"
Asfiya Sea View Hotel
",Kalkan,Nilufer Sokak
Antalya İli,"
Imperial Sunland
",Beldibi,Ciftecesmeler Mevkii Beldibi 3
Mersin (İçel),"
Alinko Otel
",Bozyazı,"Kaledibi Mevki Bozyazı Merkez, Bozyazı"
Antalya İli,"
Varuna Pansiyon
",Olimpos,Yazir Koyu Olympos Mevkii No 32
Antalya İli,"
Yükser Pansiyon
",Manavgat,Sümbül Sok. No:8
Antalya İli,"
Defne Garden
",Manavgat,Ilıca Mah. Manavgat Merkez
Antalya İli,"
Sunside Beach Hotel
",Alanya,Küçükgöl Mevkii Büyükyer Mahallesi
Antalya İli,"
Hotel Side Star Beach
",Manavgat,Selimiye Mahallesi
Antalya İli,"
Beachway Hotel
",Manavgat,Sarmasik Sokak. No:11
Antalya İli,"
SENTIDO Zeynep Golf & Spa
",Belek,Taşlıburun Mevki Belek
Antalya İli,"
Sensimar Belek Resort & Spa
",Belek,Mehmet Akif Caddesi Bogazak Mahallesi 29 Sok. No 9
Antalya İli,"
The Sense De Luxe Hotel
",Manavgat,Bingesik Mevkii
Antalya İli,"
Sonne Otel
",Kaş,Hastahane Cad. Yeni Cami YanI No 6
Antalya İli,"
Rose Beach Residence
",Kemer,Atatürk Bul.
Antalya İli,"
Sirene Belek Hotel
",Belek,Belek Turizm Merkezi Yeni Mah. Uckumpetesi Cad. No: 18
Antalya İli,"
Club Calimera Serra Palace
",Manavgat,Merkez Mah. Kızılot
Antalya İli,"
Barut Hemera
",Manavgat,Bingeşik Mevki
Antalya İli,"
Arzum Pension
",Olimpos,Yazlr Koyu Kilide Yakasl Mevkii Olympos Kumluca
Antalya İli,"
World of Wonders World Palace
",Antalya,Kiris Mevkii
Antalya İli,"
Silver Hotel
",Çolaklı,Sural Cad
Antalya İli,"
Kleopatra Gungor Hotel
",Alanya,Saray Mah. Turkmenbaşı cad. No:1
Antalya İli,"
Neptun Hotel
",Patara,Gelemis Mah Gedik Mevkii No: 2
Antalya İli,"
Aldiana
",Manavgat,Titreyengöl Mevki
Antalya İli,"
Ozkaymak Marina Hotel
",Kemer,Yat Limani Karsisi
Antalya İli,"
Hotel Akin Paradise
",Okurcalar,"Karaburun Mahallesi 1023 sokak, No:17"
Antalya İli,"
Sea Planet Resort & Spa
",Manavgat,Kizilot Mevkii
Antalya İli,"
Side Star Elegance
",Manavgat,"Kumköy Side, Manavgat"
Antalya İli,"
Luna Blanca Resort & Spa
",Manavgat,Kumköy Bul. 283 Sok No: 89
Antalya İli,"
Grand Santana Hotel
",Mahmutlar,D-400 Karayolu uzeri
Antalya İli,"
Odile Hotel
",Çıralı,Cirali Mahallesi Ulupinar Koyu
Antalya İli,"
Aska Washington Resort & Spa
",Manavgat,Karacalar Mevkii
Antalya İli,"
Pasha's Princess Hotel
",Kemer,Uzunçınar Mah. Turizm Cad. Çamyuva
Antalya İli,"
Dinler Hotels - Alanya
",Alanya,"Gazipaşa Yolu Üzeri, Kargıcak Mahallesi"
Antalya İli,"
Vera Verde Resort
",Belek,Üçkum Tepesi Mevkii Yeni Mh. Beşgöz Nd. No:8 Kadriye-Belek-Antalya
Antalya İli,"
Grand Mir'Amor Hotel
",Kemer,Kiriş Mahallesi Kiriş Caddesi No:92
